,Titles,Companies,Locations,Links,Ratings,Salaries,Descriptions,Urgent Hiring,time,date
27,Business Analyst,Idealake Information Technologies,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=72746c7f14a5f712&fccid=6474a770275d33e0&vjs=3,3.4,None,"Responsibilities:
Business Analysis
Requirement Gathering
Scope Management
Change Management
FSD
Documentation
Communication
Planning
Requirement Gathering
System Analysis
Prototyping
Business Researching",none,17:50:41,21-01-11
28,Analyst - Business Consulting Risk - CHS - Risk Assurance -...,EY,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=4bc4676a57e8d7d7&fccid=1544766d4c2915b0&vjs=3,4.0,None,"Associate Consultant, Consultant - Risk Advisory Services

The opportunity

The objective of our advisory risk services is to provide clients with a candid and reliable overview of their risk landscape. Our solutions can be used by our clients to build confidence and trust with their customers, the overall market and when required by regulation or contract. You will be responsible for executing client related engagements in the areas of internal audits, risk assurance, risk transformation and financial services risk management.

Your key responsibilities
Responsible for effectively engaging with clients and executing engagements (as detailed out below) under the supervision of Seniors and Managers
Client Engagements primarily in the areas of Business Risk services like Internal audit, Enterprise Risk management, Compliance risk and regulatory services, Internal controls , Contract Risk Services, Business Process Management and other related solutions
Drive innovation in service delivery; ensure delivery is in line with firm’s Quality and Risk management requirements/expectations
Assist Seniors and Managers with business development proposals on existing / new clients
Assist Seniors and Managers in developing/refreshing methodologies related to our existing/new solutions
Contribute to various firm wide initiatives like learning and development (L&D) programmes, campus recruitment, knowledge sharing, practice development and growth under guidance of Managers
Take up project execution responsibility in a team or individually as per requirements and work plan
Review work done by sub-ordinates (if any) and provide qualitative inputs before submission of deliverables to seniors/client (as the case may be)
Sensitive towards EY code of conduct, values and quality standards

Skills and attributes for success
Continuously strive towards achieving goals agreed upon with Manager
Continuously strive towards exceeding client & team expectations and work on increasingly complex assignments
Conduct research and prepare client presentations, information memorandums and contribute to thought leadership documents
Contribute to advisory engagements in the capacity of a team member - deliver quality output within assigned timelines
Ensure discipline to work and productivity of self and reporting subordinates ; promotes positive working environment within a team
Attend L&D programs and exhibit knowledge of advisory methodology and consulting attributes.
Keep abreast with developments in business related areas and assist team leaders/managers in preparing client decks/documents.
Sector focus (basic understanding of the industry, trends, issues/challenges & key players) based on the industry group alignment

To qualify for the role you must have
Chartered Accountant - Nov’18 (qualified) & May’18 (awaiting results)
Exhibit initiative and participate in corporate social and team events
Exhibit flexibility to adapt to multiple cultures / sectors and display agility and diversity
Demonstrate capability of being a ‘quick learner’ of business processes, models, EY methodologies with an analytical bend of mind
Display a structured thought process and problem solving skills. Ability to do problem break down and analysis
Ideally, you’ll also have
Candidates should be willing to travel
Flexibility to work back in teams with diverse background
Good Interpersonal and communication skills
IT Savvy
What we look for

We’re looking for passionate leaders with strong vision and a desire to stay on top of trends in the risk industry. If you have a genuine passion for helping businesses achieve their full potential, this role is for you.
What working at EY offers
EY is committed to being an inclusive employer and we are happy to consider flexible working arrangements. We strive to achieve the right balance for our people, enabling us to deliver excellent client service whilst allowing you to build your career without sacrificing your personal priorities. While our client-facing professionals can be required to travel regularly, and at times be based at client sites, our flexible working arrangements can help you to achieve a lifestyle balance.
About EY
As a global leader in assurance, tax, transaction and advisory services, we hire and develop the most passionate people in their field to help build a better working world. This starts with a culture that believes in giving you the training, opportunities and creative freedom to make things better. So that whenever you join, however long you stay, the exceptional EY experience lasts a lifetime.",none,17:50:42,21-01-11
29,Strategic Business Analyst I - DC & CLAIMS FRAUD,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=031a12d7cf931f3e&fccid=aaf3b433897ea465&vjs=3,3.9,None,"You'll make an impact by
Helping the team manage fraud loss line of ~$0.5 billion across Credit & Debit card portfolios and make a direct financial impact to the firm
Developing medium to complex analytical fraud risk strategies on Big Data platforms leveraging statistical techniques and implementation of machine learning models
End to End ownership and accountability of key portfolio segments to mitigate fraud losses and enhance customer experience
Assist team in managing critical score upgrades that influence strategy outcomes by working with internal / external modeling partners or vendors
On-going engagement with senior leaders within Operations and Risk groups
Effective collaboration with Modeling, Operations, Tech and Finance teams to build best in class industry leading solutions and fraud loss mitigation capabilities
About you
The points below have been carefully considered as being essential for the role. Your background must accurately reflect all of these, with or without a reasonable accommodation, for your application to be considered.
Master's degree in relevant technical or quantitative fields (e.g., Mathematics, Engineering, Finance, Business, Statistics, Operations Research and Economics)
Strong analytical, technical, statistical skills and problem solving skills
Ability to synthesize / analyze diverse information, develops recommendations, and makes decisions.
Strong communication and interpersonal skills with ability to interact with individuals across departments / functions and with senior-level individuals
Good multi-tasking skills with ability to manage and prioritize projects across cross-functional groups
Ability to thrive in a dynamic and fast-paced energetic environment
Technical skills - Python / Hive, SAS, SQL, Unix and/or other Oracle and/or Teradata database tools) PowerPoint, Excel required
Knowledge of Big Data and Machine Learning techniques is a plus
We recognize that our people are our strength and the diverse talents they bring to our global workforce is directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, or disability, or any other basis protected under applicable local law. In accordance with applicable local law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.
We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.",none,17:50:42,21-01-11
30,Business Analyst,Morningstar,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=24dabee9aad56b1c&fccid=eaabf52abd909bd5&vjs=3,3.9,None,"As a business analyst, you will be a leading contributor in the implementation of various projects in Data Collections team. This role requires significant interaction with both upstream and downstream stakeholders across Technology, Data, Products, Sales/Service, and Research.
We are looking for an individual who possesses strong domain expertise in data collection domain, an ability to follow data analyst’s requirements and write user stories to implement the projects like enhancements/addition of new dataset, data next gen implementation etc.
This position reports to the Tech Manager of the Data Collections.
Responsibilities :
• Work within an Agile software development framework, develop business requirements and user stories refined and validated with customers and stakeholders, prioritize the backlog queue across multiple projects and workstreams, and ensure high quality execution working with development and business analyst squad members.
Work with internal project stakeholders to define and document project scope, plan product phases/ versions, Minimum Viable Product, and overall product deliveries
Work with other product owners from across the data collection organization to develop a product integration vision that supports and advances their business goals
Work with cross-functional leaders to determine technology, design, and project management resource requirements to execute and delivery on commitments. Proactively communicate project delivery risks to key stakeholders to ensure timely deliverables
Own the tactical roadmap, requirements, and product development lifecycle for a squad to deliver high performing data collection applications to our clients
Understand business, operations and technology requirements, serving as a conduit between stakeholders, operations, and technology teams
Requirements :
5+ years of working experience as Business Analyst for managing products/applications catering to equity data collection
Good understanding of equity fundamental and non-fundamental datasets like financial statement, notes to account, company, personnel and price etc.
Utilizes user research, product usage data, client services, sales and direct user interactions to identify unmet user needs and opportunities for improvement
Should have working experience on creating Product Roadmap, Project Scope, Requirement Gathering and documenting
Should have experience in working with different teams – Global product manager(s), development team(s), test team(s), product stakeholders
Working Agile Experience – Scrum methodology, JIRA or equivalent story writing tool, Product Backlog, Sprint Backlog, Story Estimation and Prioritization, creation of user stories, acceptance criteria
Acts as voice of the user within the development organization
Should be able to clearly communicate the benefits of the product, discovery questions to ask, and answer ""the why"" to prospective clients
Utilizes user research, product usage data, client services, direct user interactions to identify unmet user needs and opportunities for improvement
A bachelor's degree is required; CFA or an equivalent certification will be an advantage
A demonstrated ability to complete analysis and document requirements for multiple complex projects concurrently
Excellent communication and strong inter-personal skills, time management/organization, and troubleshooting, good analytical and problem-solving skills
A proven record in supporting large projects with aggressive timelines and wide, challenging scope.
Self-directed and detail-oriented.
Strong knowledge of software development processes and methodologies
Good to Have :
Experience in capital market or financial services industry
EOE Statement : Morningstar is an equal opportunity employer
I10_MstarIndiaPvtLtd Morningstar India Private Ltd. (Delhi) Legal Entity",none,17:50:42,21-01-11
31,SR. BUSINESS ANALYST : SBA,C2L Biz,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=f08c06c151d631e8&fccid=ea7c9ea4eb24b5b3&vjs=3,None,None,"We are looking out for Sr. Business Analysts who are technically sound with good communication skills and a close fit to the job description below:
Primary (Essential) Technical Skills desired:
Skilled in requirement gathering and articulating
Should have knowledge creating Requirement documents and Functional Test case documents
Executing Functional testing and reporting defects
Taking responsibility of the solution to be delivered to the customers using our product offering, from the requirement confirmation stage up to the final customer acceptance stage
Carry out customer business requirement analysis using Requirement Workshops, Conference Room Pilots
Conceptualize the solution using our product offering to meet the requirements of the customer
Discuss, present to customer scenarios to the customer of solutions to meet the requirements of the customer. Get customer to agree on a chosen scenario
Lead the development team to build the proposed solution using the available product offering
Lead the engagement team to get the final solution tested and approved
Soft / Behavioral Skills:
Analytical skills to carry out sessions with the customer personnel to think through proposed solution
Ability to conceptualize
Good written and oral communication
Ability to interact with the senior management of the customer
Ability to lead a team of development members
Overall management skills to ensure the customer relationships remain under control
Confident, Responsible and High Initiative Driven
Strong in problem solving and quick in decision making
Educational Qualification:
MBA / MMS / PGDBA (mandatory first class throughout in academics)
Experience:
5 to 9 years
Job Location:
Mumbai / Pune (May get posted at client site across the world during the period of assignment. The job may involve travel.)",none,17:50:42,21-01-11
32,BUSINESS ANALYST : BA,C2L Biz,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=9d387a5b467efbbd&fccid=ea7c9ea4eb24b5b3&vjs=3,None,None,"We are looking out for Business Analysts who are technically sound with good communication skills and a close fit to the job description below:
Primary (Essential) Technical Skills desired:
Skilled in requirement gathering and articulating
Should have knowledge creating Requirement documents and Functional Test case documents
Executing Functional testing and reporting defects
Taking responsibility of the solution to be delivered to the customers using our product offering, from the requirement confirmation stage up to the final customer acceptance stage
Carry out customer business requirement analysis using Requirement Workshops, Conference Room Pilots
Conceptualize the solution using our product offering to meet the requirements of the customer
Discuss, present to customer scenarios to the customer of solutions to meet the requirements of the customer. Get customer to agree on a chosen scenario
Lead the development team to build the proposed solution using the available product offering
Lead the engagement team to get the final solution tested and approved
Soft / Behavioral Skills:
Analytical skills to carry out sessions with the customer personnel to think through proposed solution
Ability to conceptualize
Good written and oral communication
Ability to interact with the senior management of the customer
Ability to lead a team of development members
Overall management skills to ensure the customer relationships remain under control
Confident, Responsible and High Initiative Driven
Strong in problem solving and quick in decision making
Educational Qualification:
MBA / MMS / PGDBA (mandatory first class throughout in academics)
Experience:
2 to 5 years
Job Location:
Mumbai / Pune (May get posted at client site across the world during the period of assignment. The job may involve travel.)",none,17:50:43,21-01-11
33,Business Analyst - Speech Analytics,Sitel,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=dbf3cd77cac827bd&fccid=9f7d74606c717e15&vjs=3,3.5,None,"Understand the client process and associated data to help the project team with actionable insights
Documenting client requirement and create scope and BRD documents
Create project planner and sending out regular updates after taking follow up
Understanding the use cases and process details and coming up with business solutions
Support the project team with stunning data visualization for client presentations
Prepare the power point readouts with analysis to the clients",none,17:50:43,21-01-11
34,Business Analyst I,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=c72f8910eece0d31&fccid=aaf3b433897ea465&vjs=3,3.9,None,"You will be expected to develop a strong understanding of the unique processes, system data, compliance responsibilities and workflow of each line of business (LOB) request, while maintaining and finding solutions that adhere to standardized processes, aligned metrics, and the overall strategy of the CCB Operations and Webstats productized tool. You will assess and manage changes to business models or operating strategies, update reporting calculations, and create proof of concept results to ensure data accuracy as needed. You will also be accountable for recognizing opportunities and recommending enhancements to existing/ new process flow(s) to improve effectiveness, efficiency and quality of the customer experience and performance management.
Internal and External Description:
Seasoned and diverse experience with business analysis
Knowledge of effective project management and principles of Agile
Knowledge of Contact Center, Workforce, and Back Office Dynamics
Understanding of CCB Operations Lines of Business needs and processes
Ability to consult and collaborate with others on solutions and cross impacts
Proven competency in developing, reporting, and analyzing business data
Excellent analytical, problem solving, and time management skills
Demonstrates critical thinking approach to problem solving
Experience in workflow analysis and documentation
Outstanding communication and presentation skills
Strong teamwork and client management skills
Identifies and performs root cause analysis on process breaks, strategy enhancements and implement solutions
Strong testing experience and discipline
Creates environment of reliable data, transparency of issues, escalation and accountability
Adjusts approach when necessary, in light of new findings, to ensure appropriate focus and coverage
Identifies internal process opportunities and initiate strategic plans
Develops recommendations to strengthen internal controls and improve operational efficiency
Utilizes knowledge of business to level set the issues and escalate as appropriate
May lead various ad hoc projects

Internal and External Qualifications:
Bachelor's Degree or equivalent work experience
Advanced SQL skills
Proven ability to analyze, understand large and/or complex data
Ability to provide evidence of data query and data analytics work produced
Strong experience with data transformation tools. (examples: Alteryx and Python )
Experience or working knowledge with Business Intelligence (BI) and data visualization tools (examples: Tableau, Cognos, Kibana/Elastic Search, Gaia)
2+ years working knowledge required in the following:
Financial Services Call/Contact Center industry
Knowledge of various call/contact center solutions (Telephony, IVR, Scheduling, Call Recording, Reporting/MIS Tools, KANA Email, Back Office Tools, Customer Experience drivers)
Business analysis, reporting of business data, problem identification, resolution and root cause analysis
Data marts, data relationships, query techniques/strategies/optimization
Proven competency in writing requirements and designing reports
Ability to interpret and create functional usage mock-up and process flows
Presentation/communication/delivery skills- written and verbal
Effective project management and multi-assignment handling skills
Customer relationship and experience management
Team work contributing beyond core role and responsibilities

Preferred Skills:
Minimum 2-3+ years of process improvement experience
Ability to interact with all levels of management and business partners
Proven presentation creation and delivery skills
Ability to work independently with minimal supervision
Must be able to effectively handle competing priorities and have the ability to work as a part of multiple teams
Must have outstanding attention to detail and ability to learn complex processes that affect various functions and business units within Chase
Excellent oral and written communication skills
Welcomes and is adaptable to change
JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.
We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.",none,17:50:43,21-01-11
35,Business Data Analyst / Business Systems Analyst,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=de3b5c23bb95f4ca&fccid=aaf3b433897ea465&vjs=3,3.9,None,"Business Data Analyst / Business Systems Analyst
JPMorgan Chase & Co. (NYSE: JPM) is a leading global financial services firm with assets of $2.6 trillion and operations worldwide. The firm is a leader in investment banking, financial services for consumers and small business, commercial banking, financial transaction processing, and asset management. A component of the Dow Jones Industrial Average, JPMorgan Chase & Co. serves millions of consumers in the United States and many of the world's most prominent corporate, institutional and government clients under its J.P. Morgan and Chase brands. Information about JPMorgan Chase & Co. is available at www.jpmorganchase.com .
The Legal Department of JPMorgan Chase & Co is responsible for the provision of legal services to the Corporation and is organized by practice groups that generally align with the Corporation's lines of business and corporate staff areas. This structure encourages legal teams and businesses and staff areas to discuss legal, regulatory and business developments effectively and in a timely manner.
Legal' s Office of the General Counsel (OGC) supports the Legal department's delivery of legal services. It sets the standards for the department's centralized processes and controls, delivers tools the department uses to work efficiently and effectively, and drives the department's change agenda with data, technology, innovation, legal knowledge and a client-centric approach.
Role Description
As a Business Data Analyst within the ELA Product Management Team, you will work with Product owners to document user stories, participate in planning sessions and work with developers, business SME's and other team members to analyze user stories and requirements. You will create test cases, test plans, and other test artifacts in addition to executing test cases and triaging defects. Performing analysis of business requirements and system specifications in this role will be critical. In addition, you will provide specific details on issues; working with Product owners and ELA Technology team to track and verify resolution of issues. You will also own the creation and delivery of training to business functions on new enhancements and functionality
Key Responsibilities
Document user stories and acceptance criteria along with the Product owners
Effectively manage multiple streams of work and deliver high-quality product in a timely manner
Document UAT scenarios and test scripts for every sprint/ release
Perform pre-UAT testing to ensure defects are identified and closed prior to UAT
Track and triage UAT defects and prioritize resolution with business and technology
Manage end to end UAT process from kick-off meetings to closing UAT
Create UAT meeting decks and provide supporting documents to facilitate testing
Create sample test data in UAT to facilitate UAT testing
Create training guides, one-pagers and job-aids for new enhancements
Conduct trainings on new functionality and enhancements for business functions
Keep the training material ever-green based on the latest functionality
Work with cross-functional teams like ELA reporting, document dependencies and provide solutions
Skills Required
Minimum 3-5 years of experience working in Agile teams and running UAT
Minimum 1-3 years of experience in creating and facilitating user trainings
Communicate effectively (verbal and written) on both a technical and business level
Demonstrate ability to gather and understand requirements
Utilize good analytical skills in order to aid in trouble shooting and problem solving
Must be detail oriented and capable of analyzing issues from end user perspective
Demonstrate good testing and defect management skills
Demonstrate a strong understanding of Software Development Life Cycle and specifically QA process and test methodologies
Experience creating test plans, test scenarios, test scripts & defect management required
Should be able to work under tight deadlines and be able to work with remote teams
Experience with test managements suites such as HP ALM / Jira is required
Strong Excel and PowerPoint skills preferredJPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.
We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.
Equal Opportunity Employer/Disability/Veterans",none,17:50:43,21-01-11
36,Business Analyst - West,Udaan,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=bea757000db1851b&fccid=3c4b50d9382a2eea&vjs=3,3.9,None,"Job Description :
Standardisation of Processes across the zone
Implementation of Initiatives championed by 1 city to other cities of the zone
Lead Lean process thinking and design & implement projects in close coordination with central and city knowledge workers to improve targeted metrics
Liaise with multiple stakeholders to drive projects to improve control and efficiency of the system Responsible for analyzing, structuring and solving select business problems with various teams",none,17:50:43,21-01-11
37,Business Analyst,Ambab,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=01bfbac2fed21933&fccid=c6bf9d739125dc16&vjs=3,None,None,"Technical
Mumbai
Posted : Today
Job Type: Full-time
What will you do (Job Description)?
Play the pivotal role of understanding and gathering project requirements and help the technology team to understand and deliver the project
To understand the functional and technical issues, gather all relevant information and take it forward with the technology team
Understanding, consolidating and analyzing Data from spreadsheets/ other sources
Play a key role to drive the requirement analysis phase. Should get involved in activities like functional specification document, wireframing, etc.
What do we look for (Required Skills)?
Passionate, self-motivated, team player
Strong verbal and written communication skills required
Should have task management and motivational skills
Good to Have
Knowledge of programming will be an advantage
Negotiation Skills, Problem Solving attitude
A dynamic person with a drive to achieve closures and clean timely deliveries
Knowledge of AGILE/SDLC will be an advantage
Experience in Ecommerce industry will be an added advantage",none,17:50:43,21-01-11
38,Business Analyst,Growisto,"Mumbai, Maharashtra",https://in.indeed.com/rc/clk?jk=189928ab8837b577&fccid=70b39beac603df99&vjs=3,None,None,"KEY RESPONSIBILITIES:
Work directly with clients and consultants to gather requirements to understand their goals and work with the internal team to develop the best solution
Liaise with external and internal teams to act as the primary technical contact for queries related to the project
Work with development teams to get them in sync with client requirements
Improve processes & methodologies to achieve faster and better delivery of project
Work on internal projects (product and business intelligence projects) to achieve the goal of the respective team
Write user stories, document the product requirements, workflows & test criteria
Deliver WOW through service and deliver more than promised. Strive to provide the best solution to the clients, even if that means foregoing proﬁts
Take initiatives to set up processes in the company and be actively involved in hiring and building the future team
SKILLS YOU SHOULD HAVE:
Excellent communicator and relationship builder: A track record of collaborating with a variety of cross-functional teams in a dynamic environment.
Experience working with data and data visualization for higher management.
Experience of Power BI is a plus.
Dynamic: Strong decision-making and prioritization ability. Should be comfortable in dealing with lots of moving pieces. Have attention to detail, and are comfortable learning new technologies and systems
Team player: Knack for influencing without being authoritative. Pitch in wherever the team needs help, from writing blog posts to supporting customers
Sense of data: Ability to turn insights into actionable growth initiatives
Accountability: High sense of ownership and relentlessness to deliver projects with
High business impact: You value integrity and derive great personal joy from efficient teamwork
Problem-solving: Good in problem-solving and ability to bring in new ideas and drive project agenda from scratch
REQUIREMENTS:
Experience with all stages of the SDLC, conceptualization to implementation, and exposure to Agile methodologies (Scrum)
Experience working at an agile software company/startup is a bonus
Strong project instincts; you have a strong intuition about what users want",none,17:50:44,21-01-11
39,IT-Business System Analyst,Axis Bank,"Mumbai, Maharashtra",https://in.indeed.com/company/Axis-Bank/jobs/IT-Business-System-Analyst-d256832e17c047a2?fccid=ebe92c1659c8371b&vjs=3,4.0,"₹6,00,000 - ₹8,00,000 a year","Please fill the below linked google form for our data collection and hiring decision making:
https://forms.gle/7Ta4ZAcUrHG29S2x5
About Information Technology:
The Information Technology at Axis Bank aims to enable sophisticated product development, better market infrastructure, implementation of reliable techniques for control of risks and to help the financial intermediaries to reach geographically distant and diversified markets
About the Role:
The Business System Analyst is responsible for developing system specifications and testing the system against the specifications / business scenarios provided. The System Analyst is also responsible for coordinating the development effort for small to medium size projects / change requests and for studying the technological and business trends to be able to recommend changes to both the processes to take advantage of advances in both.
Key Responsibilities
· Ensure that the new technical requirements are properly integrated with existing processes
· Participate in requirement gathering write technical requirements during critical phases
· Interact with vendors to understand software limitations
· Assist programmers during system development, Ex: provide use cases, flowcharts or even database design
· Responsible for system testing (SIT, Performance, Security testing), designing components and providing that information to the developer.
· Ensure that the systems comply with IT policy standards.
· Responsible for the maintenance & operational activities of the system
· Co-ordinate with the project teams and ensure that the resources are equipped to be productive in time to meet requirements.
· Responsible for preparing project plans and maintaining it.
· Evaluate alternative solutions to business problems and select preferred solution & justify the selections.
· Provide functional and user interface design specifications to the development team
· Work with business and Solution Architects to identify suitable options and review these to identify the most suitable
· Gather, document and maintain the necessary information to enable the project team (business and IT staff) to undertake the project and deliver successfully.
· Document proposed changes to the requirements and solution to enable impact analysis and revised business case, specifications, budgets, timescales and plans to be prepared and authorised.
· Develop the processes necessary to efficiently operate the proposed solution including user guides, manuals, training materials and implementation and data conversion aids.
· Work with business and IT staff to enable thorough testing and successful implementation of the solution
· Demonstrate application functionality, solicit feedback and ensure that project sponsor requirements are met
Qualifications:
Optimal qualification for success on the job is:
· Bachelor in Computer science or equivalent
Role Proficiencies:
For successful execution of the job, the candidate should possess the following:
· Knowledge of industry, technology and banking products
· Knowledge of regulatory guidelines and norms
· Good communication (both verbal and written) skill in both English and the local language
· Ability to manage complex client situations
· Ability to multitask
· Ability to handle pressure and meet deadlines
· Ability to coach and mentor others
Job Type: Full-time
Salary: ₹600,000.00 - ₹800,000.00 per year
Benefits:
Cell phone reimbursement
Paid sick time
Paid time off
Experience:
work: 1 year (Preferred)
total work: 2 years (Preferred)
Education:
Secondary(10th Pass) (Preferred)",none,17:50:44,21-01-11
40,BIU Business Analyst,Axis Bank,"Mumbai, Maharashtra",https://in.indeed.com/company/Axis-Bank/jobs/Biu-Business-Analyst-24a2db91f965005a?fccid=ebe92c1659c8371b&vjs=3,4.0,"₹5,00,000 a year","About Business Intelligence Unit:
The Business Intelligence Unit is a high profile team with a mandate to drive data based decisions within the bank. Reporting in to Head Banking Operations and Transformation, this department works with all businesses of the bank including retail, small business and corporate to drive analytics. In terms of functions, the department has teams focused on all aspects of analytics for the bank including risk analytics, financial crime analytics, business and marketing analytics, building predictive scores, data engineering and business reporting.
About the Role:
The Business Analyst is a part of the Analytics team primarily focusing on Banking products & services. The Analytics team is responsible for the end to end strategy, design/development and performance synthesis of all lending products for the bank
Key Responsibilities
· Responsible for developing product strategy, conduct portfolio analysis
· Leverage analytics to drive insights to optimize Pricing / Channel mix for consumer portfolio
· Develop business insights by performing root cause analysis using Regression and Decision trees
· Perform Profitability (Valuation Models) analysis for all asset products
· Pro-actively work with Product/Risk/Marketing team to drive business strategies
Qualifications:
Optimal qualification for success on the job is:
· Advanced degree (master’s or above) in a quantitative subject such as Engineering, Mathematics, Operations Research, Statistics, Economics or Finance
Role Proficiencies:
For successful execution of the job, the candidate should possess the following:
· Design and implementation of analytical strategies to drive profitability for the bank
· Regular synthesis, reporting, analysis and insight driven approach for the bank’s products
· Analytically driven sales and services using propensity based models and valuations
· Should have experience on SAS or R or Bigdata or Python.
· Strong data handling, interpretive and problem solving skills with the ability to process large volume of transaction level data and efficiently derive actionable results.
· Having a ‘results oriented’ attitude with ‘go get it done’ skill
· Good project management skills while working with both internal and external partners
· Should have a high degree of motivation with a continuous thirst for learning
Job Type: Full-time
Salary: From ₹500,000.00 per year
Benefits:
Cell phone reimbursement
Internet reimbursement
Paid sick time
Experience:
Analyst: 7 years (Required)
Education:
Master's (Required)
Language:
English (Required)
Work Remotely:
No
COVID-19 Precaution(s):
Remote interview process
Temperature screenings
Social distancing guidelines in place
Sanitising, disinfecting, or cleaning procedures in place",none,17:50:44,21-01-11
